mtc_code,product_id,llf_code,region_id,profile_id,amount,primary_rate,secondary_rate,tertiary_rate,pricelist_id
601,Nightsaver,15,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
601,Nightsaver,15,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
601,Nightsaver,15,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
601,Nightsaver,15,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
600,Nightsaver,15,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
600,Nightsaver,15,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
600,Nightsaver,15,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
600,Nightsaver,15,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
601,Nightsaver,49,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
601,Nightsaver,49,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
601,Nightsaver,49,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
601,Nightsaver,49,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
514,Nightsaver,301,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
514,Nightsaver,301,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
514,Nightsaver,301,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
514,Nightsaver,301,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
514,Nightsaver,300,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
514,Nightsaver,300,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
514,Nightsaver,300,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
514,Nightsaver,300,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
10,Nightsaver,301,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
10,Nightsaver,301,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
10,Nightsaver,301,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
10,Nightsaver,301,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
10,Nightsaver,300,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
10,Nightsaver,300,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
10,Nightsaver,300,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
10,Nightsaver,300,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
19,Nightsaver,119,13,7,72,13.56,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
19,Nightsaver,119,13,8,72,13.59,6.69,0,EoN(2014-01-14) Electricity Aq 1yr
19,Nightsaver,119,13,6,72,13.43,6.72,0,EoN(2014-01-14) Electricity Aq 1yr
19,Nightsaver,119,13,5,72,13.25,6.73,0,EoN(2014-01-14) Electricity Aq 1yr
17,Nightsaver,119,13,7,72,13.56,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
17,Nightsaver,119,13,8,72,13.59,6.69,0,EoN(2014-01-14) Electricity Aq 1yr
17,Nightsaver,119,13,6,72,13.43,6.72,0,EoN(2014-01-14) Electricity Aq 1yr
17,Nightsaver,119,13,5,72,13.25,6.73,0,EoN(2014-01-14) Electricity Aq 1yr
20,Nightsaver,120,13,7,72,13.56,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
20,Nightsaver,120,13,8,72,13.59,6.69,0,EoN(2014-01-14) Electricity Aq 1yr
20,Nightsaver,120,13,6,72,13.43,6.72,0,EoN(2014-01-14) Electricity Aq 1yr
20,Nightsaver,120,13,5,72,13.25,6.73,0,EoN(2014-01-14) Electricity Aq 1yr
59,Nightsaver,120,13,7,72,13.56,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
59,Nightsaver,120,13,8,72,13.59,6.69,0,EoN(2014-01-14) Electricity Aq 1yr
59,Nightsaver,120,13,6,72,13.43,6.72,0,EoN(2014-01-14) Electricity Aq 1yr
59,Nightsaver,120,13,5,72,13.25,6.73,0,EoN(2014-01-14) Electricity Aq 1yr
18,Nightsaver,120,13,7,72,13.56,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
18,Nightsaver,120,13,8,72,13.59,6.69,0,EoN(2014-01-14) Electricity Aq 1yr
18,Nightsaver,120,13,6,72,13.43,6.72,0,EoN(2014-01-14) Electricity Aq 1yr
18,Nightsaver,120,13,5,72,13.25,6.73,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,300,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,300,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,300,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,300,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,100,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,100,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,100,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,100,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,101,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,101,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,101,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,101,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,120,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,120,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,120,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,120,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,121,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,121,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,121,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,121,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,122,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,122,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,122,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,122,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,123,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,123,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,123,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,123,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,323,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,323,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,323,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,323,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,322,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,322,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,322,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,322,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,321,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,321,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,321,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,321,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,124,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,124,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,124,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,124,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,301,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,301,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,301,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,301,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,101,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,101,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,101,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,101,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,100,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,100,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,100,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,100,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,122,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,122,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,122,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,122,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,322,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,322,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,322,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,322,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,321,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,321,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,321,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,321,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,120,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,120,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,120,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,120,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,320,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,320,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,320,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,320,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,121,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,121,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,121,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,121,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,323,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,323,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,323,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,323,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,324,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,324,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,324,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,324,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,320,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,320,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,320,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,320,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,301,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,301,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,301,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,301,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,300,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,300,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,300,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,300,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,124,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,124,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,124,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
515,Nightsaver,124,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,123,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,123,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,123,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,123,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,324,19,5,72,11.36,6.3,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,324,19,8,72,11.78,6.11,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,324,19,7,72,11.72,6.19,0,EoN(2014-01-14) Electricity Aq 1yr
9,Nightsaver,324,19,6,72,11.57,6.26,0,EoN(2014-01-14) Electricity Aq 1yr
891,Nightsaver,51,16,5,72,11.78,6.81,0,EoN(2014-01-14) Electricity Aq 1yr
891,Nightsaver,51,16,8,72,12.1,6.73,0,EoN(2014-01-14) Electricity Aq 1yr
891,Nightsaver,51,16,6,72,11.96,6.78,0,EoN(2014-01-14) Electricity Aq 1yr
891,Nightsaver,51,16,7,72,12.08,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
43,Nightsaver,418,23,6,72,11.5,6.5,0,EoN(2014-01-14) Electricity Aq 1yr
43,Nightsaver,418,23,7,72,11.62,6.48,0,EoN(2014-01-14) Electricity Aq 1yr
43,Nightsaver,418,23,8,72,11.64,6.45,0,EoN(2014-01-14) Electricity Aq 1yr
43,Nightsaver,418,23,5,72,11.33,6.52,0,EoN(2014-01-14) Electricity Aq 1yr
564,Nightsaver,418,23,6,72,11.5,6.5,0,EoN(2014-01-14) Electricity Aq 1yr
564,Nightsaver,418,23,7,72,11.62,6.48,0,EoN(2014-01-14) Electricity Aq 1yr
564,Nightsaver,418,23,8,72,11.64,6.45,0,EoN(2014-01-14) Electricity Aq 1yr
564,Nightsaver,418,23,5,72,11.33,6.52,0,EoN(2014-01-14) Electricity Aq 1yr
564,Nightsaver,275,23,6,72,11.5,6.5,0,EoN(2014-01-14) Electricity Aq 1yr
564,Nightsaver,275,23,7,72,11.62,6.48,0,EoN(2014-01-14) Electricity Aq 1yr
564,Nightsaver,275,23,8,72,11.64,6.45,0,EoN(2014-01-14) Electricity Aq 1yr
564,Nightsaver,275,23,5,72,11.33,6.52,0,EoN(2014-01-14) Electricity Aq 1yr
43,Nightsaver,275,23,6,72,11.5,6.5,0,EoN(2014-01-14) Electricity Aq 1yr
43,Nightsaver,275,23,7,72,11.62,6.48,0,EoN(2014-01-14) Electricity Aq 1yr
43,Nightsaver,275,23,8,72,11.64,6.45,0,EoN(2014-01-14) Electricity Aq 1yr
43,Nightsaver,275,23,5,72,11.33,6.52,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,242,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,242,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,242,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,242,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,205,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,205,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,205,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,205,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,77,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,77,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,77,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,77,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,71,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,71,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,71,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,71,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,43,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,43,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,43,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,43,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,7,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,7,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,7,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
177,Nightsaver,7,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,7,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,7,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,7,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,7,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,7,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,7,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,7,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,7,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,7,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,7,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,7,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,7,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,43,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,43,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,43,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,43,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,71,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,71,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,71,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,71,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,77,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,77,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,77,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,77,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,205,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,205,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,205,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,205,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,242,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,242,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,242,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
677,Nightsaver,242,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,242,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,242,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,242,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,242,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,43,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,43,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,43,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
176,Nightsaver,43,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,71,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,71,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,71,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,71,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,77,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,77,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,77,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,77,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,205,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,205,10,6,72,11.08,6.74,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,205,10,8,72,11.24,6.68,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,205,10,7,72,11.21,6.71,0,EoN(2014-01-14) Electricity Aq 1yr
676,Nightsaver,242,10,5,72,10.89,6.76,0,EoN(2014-01-14) Electricity Aq 1yr
